Part	Poem	Verse	Word1	Word2	IPA1	IPA2	Type	Rhyming	Lines
book-of-poetry/decade-of-tong-gong/zhs	Liu Yue	4	公	服	kuŋ44	huʔ5	inexact	encircling	3073-3076
book-of-poetry/decade-of-tong-gong/zhs	Liu Yue	4	服	服	huʔ5	huʔ5	tonal exact	-	3075-3076
book-of-poetry/decade-of-tong-gong/zhs	Liu Yue	5	获	乘	hɛiʔ5	sɛiŋ242	inexact	-	3079-3084
book-of-poetry/decade-of-tong-gong/zhs	Liu Yue	5	方	章	huoŋ44	ʦuoŋ44	tonal exact	paired	3080-3082
book-of-poetry/decade-of-tong-gong/zhs	Liu Yue	5	阳	央	yoŋ53	yoŋ44	exact	-	3081-3083
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	2	田	千	tieŋ53	ʦʰieŋ44	exact	encircling	3103-3106
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	2	止	止	ʦi32	ʦi32	tonal inexact	paired	3105-3108
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	2	止	骐	ʦi32	ki53	inexact	crossed	3105-3109
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	2	止	翼	ʦi32	iʔ5	inexact	encircling	3105-3110
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	2	止	骐	ʦi32	ki53	inexact	-	3108-3109
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	2	止	翼	ʦi32	iʔ5	inexact	-	3108-3110
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	2	止	奭	ʦi32	piʔ5	inexact	-	3108-3111
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	2	骐	翼	ki53	iʔ5	inexact	-	3109-3110
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	2	骐	奭	ki53	piʔ5	inexact	-	3109-3111
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	2	翼	奭	iʔ5	piʔ5	tonal exact	-	3110-3111
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	3	田	千	tieŋ53	ʦʰieŋ44	exact	encircling	3115-3118
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	3	乡	央	hyoŋ44	yoŋ44	tonal exact	crossed	3116-3119
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	3	止	止	ʦi32	ʦi32	tonal inexact	paired	3117-3120
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	3	衡	珩	hɛiŋ53	hɛiŋ53	tonal exact	-	3121-3125
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	4	天	千	tʰieŋ44	ʦʰieŋ44	tonal exact	encircling	3127-3130
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	4	止	止	ʦi32	ʦi32	tonal inexact	-	3128-3129
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	4	止	止	ʦi32	ʦi32	tonal inexact	encircling	3128-3132
book-of-poetry/decade-of-tong-gong/zhs	Cai Qi	4	止	止	ʦi32	ʦi32	tonal inexact	paired	3129-3132
book-of-poetry/decade-of-tong-gong/zhs	Che Gong	2	同	东	tuŋ53	tuŋ44	exact	crossed	3151-3153
book-of-poetry/decade-of-tong-gong/zhs	Che Gong	4	旄	敖	mo53	ŋo53	tonal inexact	-	3160-3161
book-of-poetry/decade-of-tong-gong/zhs	Che Gong	5	奕	绎	iʔ5	iʔ5	tonal exact	crossed	3163-3165
book-of-poetry/decade-of-tong-gong/zhs	Che Gong	7	猗	驰	i44	tʰi53	inexact	paired	3171-3172
book-of-poetry/decade-of-tong-gong/zhs	Che Gong	8	旌	惊	ʦiŋ44	kiŋ44	tonal exact	paired	3175-3176
book-of-poetry/decade-of-tong-gong/zhs	Che Gong	8	旌	盈	ʦiŋ44	iŋ53	exact	crossed	3175-3177
book-of-poetry/decade-of-tong-gong/zhs	Che Gong	8	惊	盈	kiŋ44	iŋ53	exact	-	3176-3177
book-of-poetry/decade-of-tong-gong/zhs	Ji Ri	2	祷	好	to32	ho32	tonal inexact	paired	3183-3184
book-of-poetry/decade-of-tong-gong/zhs	Ji Ri	2	阜	阜	hou212	hou212	tonal inexact	-	3185-3186
book-of-poetry/decade-of-tong-gong/zhs	Ji Ri	3	同	所	tuŋ53	su32	inexact	paired	3190-3193
book-of-poetry/decade-of-tong-gong/zhs	Ji Ri	4	有	友	ieu32	ieu32	tonal inexact	crossed	3195-3197
book-of-poetry/decade-of-tong-gong/zhs	Hong Yan	2	征	人	ʦiŋ44	iŋ53	exact	paired	3208-3210
book-of-poetry/decade-of-tong-gong/zhs	Ting Liao	2	光	将	kuoŋ44	ʦuoŋ44	tonal exact	paired	3226-3228
book-of-poetry/decade-of-tong-gong/zhs	Mian Shui	2	隼	母	ʦuŋ32	mu32	tonal inexact	-	3241-3246
book-of-poetry/decade-of-tong-gong/zhs	Mian Shui	3	迹	行	ʦɛiʔ23	hɛiŋ53	inexact	-	3251-3252
book-of-poetry/decade-of-qi-fu/zhs	Bai Ju	2	苗	朝	mieu53	tieu44	inexact	crossed	3292-3294
book-of-poetry/decade-of-qi-fu/zhs	Bai Ju	2	苗	遥	mieu53	ieu53	tonal inexact	-	3292-3296
book-of-poetry/decade-of-qi-fu/zhs	Bai Ju	2	之	人	ʦi44	iŋ53	inexact	paired	3293-3295
book-of-poetry/decade-of-qi-fu/zhs	Bai Ju	2	朝	遥	tieu44	ieu53	inexact	-	3294-3296
book-of-poetry/decade-of-qi-fu/zhs	Bai Ju	3	之	夕	ʦi44	siʔ5	inexact	-	3299-3300
book-of-poetry/decade-of-qi-fu/zhs	Bai Ju	3	之	人	ʦi44	iŋ53	inexact	paired	3299-3301
book-of-poetry/decade-of-qi-fu/zhs	Bai Ju	3	夕	人	siʔ5	iŋ53	inexact	-	3300-3301
book-of-poetry/decade-of-qi-fu/zhs	Bai Ju	4	思	思	sy44	sy44	tonal inexact	-	3304-3308
book-of-poetry/decade-of-qi-fu/zhs	Huang Niao	2	谷	谷	kouʔ23	kouʔ23	tonal exact	encircling	3316-3319
book-of-poetry/decade-of-qi-fu/zhs	Huang Niao	3	人	明	iŋ53	miŋ53	tonal exact	-	3325-3326
book-of-poetry/decade-of-qi-fu/zhs	Huang Niao	3	人	兄	iŋ53	hiŋ44	exact	paired	3325-3328
book-of-poetry/decade-of-qi-fu/zhs	Huang Niao	3	明	兄	miŋ53	hiŋ44	exact	-	3326-3328
book-of-poetry/decade-of-qi-fu/zhs	Wo Xing Qi Ye	2	樗	居	y53	ky44	inexact	crossed	3337-3339
book-of-poetry/decade-of-qi-fu/zhs	Wo Xing Qi Ye	3	故	复	kou212	houʔ23	inexact	encircling	3344-3347
book-of-poetry/decade-of-qi-fu/zhs	Wo Xing Qi Ye	3	宿	畜	søyʔ23	høyʔ23	tonal exact	-	3345-3346
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	2	矣	矣	i32	i32	tonal inexact	-	3356-3357
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	2	矣	矣	i32	i32	tonal inexact	paired	3356-3358
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	2	矣	矣	i32	i32	tonal inexact	crossed	3356-3359
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	2	矣	矣	i32	i32	tonal inexact	encircling	3356-3360
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	2	矣	矣	i32	i32	tonal inexact	-	3357-3358
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	2	矣	矣	i32	i32	tonal inexact	-	3357-3359
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	2	矣	矣	i32	i32	tonal inexact	paired	3357-3360
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	2	矣	矣	i32	i32	tonal inexact	-	3358-3359
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	2	矣	矣	i32	i32	tonal inexact	-	3358-3360
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	2	矣	矣	i32	i32	tonal inexact	-	3359-3360
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	3	处	语	ʦʰy32	ŋy32	tonal inexact	-	3364-3365
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	6	楹	冥	iŋ53	miŋ53	tonal exact	crossed	3377-3379
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	6	楹	宁	iŋ53	niŋ53	tonal exact	encircling	3377-3380
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	6	冥	宁	miŋ53	niŋ53	tonal exact	-	3379-3380
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	7	兴	罴	hiŋ44	pʰi53	inexact	encircling	3383-3386
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	8	祥	祥	suoŋ53	suoŋ53	tonal exact	paired	3390-3392
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	9	裳	璋	suoŋ53	ʦuoŋ44	exact	-	3395-3396
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	9	裳	皇	suoŋ53	huoŋ53	tonal exact	paired	3395-3398
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	9	裳	王	suoŋ53	uoŋ53	tonal exact	crossed	3395-3399
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	9	璋	皇	ʦuoŋ44	huoŋ53	exact	-	3396-3398
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	9	璋	王	ʦuoŋ44	uoŋ53	exact	-	3396-3399
book-of-poetry/decade-of-qi-fu/zhs	Si Gan	9	皇	王	huoŋ53	uoŋ53	tonal exact	-	3398-3399
book-of-poetry/decade-of-qi-fu/zhs	Wu Yang	2	思	思	sy44	sy44	tonal inexact	-	3411-3413
book-of-poetry/decade-of-qi-fu/zhs	Wu Yang	4	蒸	兢	ʦiŋ44	kiŋ44	tonal exact	encircling	3424-3427
book-of-poetry/decade-of-qi-fu/zhs	Wu Yang	4	雄	思	hyŋ53	sy44	inexact	-	3425-3426
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	2	岩	惔	ŋaŋ53	taŋ53	tonal exact	encircling	3440-3443
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	2	岩	谈	ŋaŋ53	taŋ53	tonal exact	-	3440-3444
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	2	岩	斩	ŋaŋ53	ʦaŋ32	exact	-	3440-3445
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	2	惔	谈	taŋ53	taŋ53	tonal exact	-	3443-3444
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	2	惔	斩	taŋ53	ʦaŋ32	exact	-	3443-3445
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	2	惔	监	taŋ53	kaŋ44	exact	-	3443-3446
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	2	谈	斩	taŋ53	ʦaŋ32	exact	-	3444-3445
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	2	谈	监	taŋ53	kaŋ44	exact	-	3444-3446
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	2	斩	监	ʦaŋ32	kaŋ44	exact	-	3445-3446
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	3	何	多	ho53	to44	inexact	-	3450-3452
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	3	瘥	嘉	ʦʰa44	ka44	tonal inexact	-	3451-3453
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	4	氐	均	ti32	kiŋ44	inexact	paired	3456-3457
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	4	氐	维	ti32	mi53	inexact	crossed	3456-3458
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	4	氐	毗	ti32	pʰi53	inexact	encircling	3456-3459
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	4	氐	迷	ti32	mi53	inexact	-	3456-3460
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	4	均	维	kiŋ44	mi53	inexact	-	3457-3458
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	4	均	毗	kiŋ44	pʰi53	inexact	paired	3457-3459
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	4	均	迷	kiŋ44	mi53	inexact	crossed	3457-3460
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	4	维	毗	mi53	pʰi53	tonal inexact	-	3458-3459
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	4	维	迷	mi53	mi53	tonal inexact	-	3458-3460
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	4	毗	迷	pʰi53	mi53	tonal inexact	-	3459-3460
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	5	仕	仕	søy242	søy242	tonal inexact	-	3465-3470
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	7	定	生	tɛiŋ242	sɛiŋ44	exact	paired	3480-3481
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	7	定	宁	tɛiŋ242	nɛiŋ242	tonal exact	crossed	3480-3482
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	7	定	政	tɛiŋ242	ʦɛiŋ212	exact	-	3480-3485
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	7	生	宁	sɛiŋ44	nɛiŋ242	exact	-	3481-3482
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	7	生	政	sɛiŋ44	ʦɛiŋ212	exact	encircling	3481-3485
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	7	生	姓	sɛiŋ44	sɛiŋ212	exact	-	3481-3486
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	7	宁	政	nɛiŋ242	ʦɛiŋ212	exact	paired	3482-3485
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	7	宁	姓	nɛiŋ242	sɛiŋ212	exact	crossed	3482-3486
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	7	政	姓	ʦɛiŋ212	sɛiŋ212	tonal exact	-	3485-3486
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	9	矣	怿	i32	iʔ5	inexact	paired	3492-3493
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	9	矣	矣	i32	i32	tonal inexact	crossed	3492-3494
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	9	怿	矣	iʔ5	i32	inexact	-	3493-3494
book-of-poetry/decade-of-qi-fu/zhs	Jie Nan Shan	10	宁	心	niŋ53	siŋ44	exact	paired	3496-3497
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	2	伤	将	suoŋ44	ʦuoŋ44	tonal exact	crossed	3504-3506
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	2	兮	京	hi44	kiŋ44	tonal inexact	-	3507-3508
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	2	兮	心	hi44	siŋ44	tonal inexact	-	3507-3509
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	2	京	心	kiŋ44	siŋ44	tonal exact	-	3508-3509
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	3	愈	愈	y32	y32	tonal inexact	-	3512-3517
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	3	口	口	kʰau32	kʰau32	tonal inexact	-	3515-3516
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	4	辜	仆	ku44	puʔ5	inexact	paired	3521-3522
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	4	斯	禄	sy44	lyʔ5	inexact	-	3523-3524
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	5	胜	憎	sɛiŋ212	ʦɛiŋ44	exact	-	3532-3534
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	6	陵	惩	liŋ53	tiŋ44	exact	crossed	3536-3538
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	7	人	蜴	iŋ53	iʔ5	inexact	-	3549-3550
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	8	克	则	kʰɑiʔ23	ʦɑiʔ23	tonal exact	-	3554-3555
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	8	克	得	kʰɑiʔ23	tɑiʔ23	tonal exact	-	3554-3556
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	8	则	得	ʦɑiʔ23	tɑiʔ23	tonal exact	-	3555-3556
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	9	之	矣	ʦi44	i32	inexact	crossed	3560-3562
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	9	之	之	ʦi44	ʦi44	tonal inexact	-	3560-3564
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	9	之	之	ʦi44	ʦi44	tonal inexact	-	3560-3566
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	9	矣	之	i32	ʦi44	inexact	-	3562-3564
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	9	矣	之	i32	ʦi44	inexact	paired	3562-3566
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	9	之	之	ʦi44	ʦi44	tonal inexact	-	3564-3566
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	10	雨	予	y32	y32	tonal inexact	-	3568-3572
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	10	载	载	ʦai32	ʦai32	tonal inexact	paired	3569-3571
book-of-poetry/decade-of-qi-fu/zhs	Zheng Yue	13	邻	兮	liŋ53	hi44	inexact	paired	3587-3589
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	2	之	微	ʦi44	mi53	inexact	paired	3599-3601
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	2	之	微	ʦi44	mi53	inexact	crossed	3599-3602
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	2	之	民	ʦi44	miŋ53	inexact	encircling	3599-3603
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	2	微	微	mi53	mi53	tonal inexact	-	3601-3602
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	2	微	民	mi53	miŋ53	tonal inexact	-	3601-3603
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	2	微	民	mi53	miŋ53	tonal inexact	-	3602-3603
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	3	行	政	hɛiŋ53	ʦɛiŋ212	exact	paired	3606-3607
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	3	良	常	luoŋ53	suoŋ53	tonal exact	-	3608-3610
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	3	食	食	sieʔ5	sieʔ5	tonal exact	-	3609-3611
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	4	令	腾	lɛiŋ242	tɛiŋ53	exact	paired	3614-3615
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	4	令	崩	lɛiŋ242	pɛiŋ44	exact	crossed	3614-3616
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	4	腾	崩	tɛiŋ53	pɛiŋ44	exact	-	3615-3616
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	4	陵	人	liŋ53	iŋ53	tonal exact	-	3618-3619
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	4	陵	惩	liŋ53	tiŋ44	exact	-	3618-3620
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	4	人	惩	iŋ53	tiŋ44	exact	-	3619-3620
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	5	徒	夫	tu53	hu44	inexact	crossed	3622-3624
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	5	史	处	sy32	ʦʰy32	tonal inexact	-	3625-3628
book-of-poetry/decade-of-qi-fu/zhs	Shi Yue Zi Jiao	8	孽	天	ŋieʔ5	tʰieŋ44	inexact	-	3649-3650
book-of-poetry/decade-of-qi-fu/zhs	Yu Wu Zheng	2	图	辜	tu53	ku44	inexact	-	3666-3668
book-of-poetry/decade-of-qi-fu/zhs	Yu Wu Zheng	2	罪	罪	ʦɔy242	ʦɔy242	tonal inexact	-	3667-3669
book-of-poetry/decade-of-qi-fu/zhs	Yu Wu Zheng	3	臧	恶	ʦouŋ44	ou212	inexact	-	3679-3680
book-of-poetry/decade-of-qi-fu/zhs	Yu Wu Zheng	4	信	臻	sɛiŋ212	ʦɛiŋ44	exact	crossed	3682-3684
book-of-poetry/decade-of-qi-fu/zhs	Yu Wu Zheng	5	遂	瘁	suɔi242	ʦuɔi242	tonal inexact	crossed	3690-3692
book-of-poetry/decade-of-qi-fu/zhs	Yu Wu Zheng	6	流	休	lieu53	hieu44	inexact	-	3701-3702
book-of-poetry/decade-of-qi-fu/zhs	Yu Wu Zheng	7	使	子	sy32	ʦy32	tonal inexact	-	3705-3706
book-of-poetry/decade-of-qi-fu/zhs	Yu Wu Zheng	7	使	使	sy32	sy32	tonal inexact	paired	3705-3707
book-of-poetry/decade-of-qi-fu/zhs	Yu Wu Zheng	7	子	使	ʦy32	sy32	tonal inexact	-	3706-3707
book-of-poetry/decade-of-xiao-min/zhs	Xiao Min	2	遹	沮	yʔ5	ky32	inexact	-	3717-3718
book-of-poetry/decade-of-xiao-min/zhs	Xiao Min	2	遹	从	yʔ5	ʦyŋ53	inexact	paired	3717-3719
book-of-poetry/decade-of-xiao-min/zhs	Xiao Min	2	遹	邛	yʔ5	kʰyŋ44	inexact	-	3717-3722
book-of-poetry/decade-of-xiao-min/zhs	Xiao Min	2	沮	从	ky32	ʦyŋ53	inexact	-	3718-3719
book-of-poetry/decade-of-xiao-min/zhs	Xiao Min	2	沮	邛	ky32	kʰyŋ44	inexact	crossed	3718-3722
book-of-poetry/decade-of-xiao-min/zhs	Xiao Min	2	从	邛	ʦyŋ53	kʰyŋ44	exact	-	3719-3722
book-of-poetry/decade-of-xiao-min/zhs	Xiao Min	3	臧	臧	ʦouŋ44	ʦouŋ44	tonal exact	crossed	3725-3727
book-of-poetry/decade-of-xiao-min/zhs	Xiao Min	3	依	底	i44	ti32	inexact	-	3728-3730
book-of-poetry/decade-of-xiao-min/zhs	Xiao Min	4	集	庭	ʦiʔ5	tiŋ53	inexact	-	3734-3735
book-of-poetry/decade-of-xiao-min/zhs	Xiao Min	5	程	成	tʰiaŋ53	ʦʰiaŋ53	tonal exact	-	3740-3745
book-of-poetry/decade-of-xiao-min/zhs	Xiao Min	5	经	听	kiŋ44	tʰiŋ44	tonal exact	-	3741-3742
book-of-poetry/decade-of-xiao-min/zhs	Xiao Min	6	否	谋	pʰɛu32	mɛu53	inexact	paired	3747-3749
book-of-poetry/decade-of-xiao-min/zhs	Xiao Min	6	艾	败	ŋɑi212	pɑi242	inexact	-	3750-3752
book-of-poetry/decade-of-xiao-min/zhs	Xiao Wan	2	人	人	iŋ53	iŋ53	tonal exact	-	3763-3765
book-of-poetry/decade-of-xiao-min/zhs	Xiao Wan	3	知	仪	ti44	ŋi53	inexact	paired	3768-3770
book-of-poetry/decade-of-xiao-min/zhs	Xiao Wan	4	之	之	ʦi44	ʦi44	tonal inexact	crossed	3773-3775
book-of-poetry/decade-of-xiao-min/zhs	Xiao Wan	4	之	之	ʦi44	ʦi44	tonal inexact	-	3773-3777
book-of-poetry/decade-of-xiao-min/zhs	Xiao Wan	4	子	子	ʦy32	ʦy32	tonal inexact	paired	3774-3776
book-of-poetry/decade-of-xiao-min/zhs	Xiao Wan	4	之	之	ʦi44	ʦi44	tonal inexact	-	3775-3777
book-of-poetry/decade-of-xiao-min/zhs	Xiao Wan	5	鸣	征	miŋ53	ʦiŋ44	exact	crossed	3779-3781
book-of-poetry/decade-of-xiao-min/zhs	Xiao Wan	5	寐	生	mɛi242	sɛiŋ44	inexact	-	3782-3783
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	2	提	矣	tʰi53	i32	inexact	-	3797-3802
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	2	罹	天	lie212	tʰieŋ44	inexact	-	3799-3800
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	2	何	何	ho53	ho53	tonal inexact	-	3801-3803
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	3	草	首	ʦʰau32	sau32	tonal inexact	-	3805-3811
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	4	毛	我	mo53	ŋo32	inexact	-	3816-3818
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	6	雌	矣	ʦʰi44	i32	inexact	paired	3831-3834
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	6	雌	知	ʦʰi44	ti44	tonal inexact	crossed	3831-3835
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	6	矣	知	i32	ti44	inexact	-	3834-3835
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	之	人	ʦi44	iŋ53	inexact	paired	3837-3838
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	之	之	ʦi44	ʦi44	tonal inexact	crossed	3837-3839
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	之	心	ʦi44	siŋ44	tonal inexact	encircling	3837-3840
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	之	之	ʦi44	ʦi44	tonal inexact	-	3837-3841
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	之	矣	ʦi44	i32	inexact	-	3837-3842
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	人	之	iŋ53	ʦi44	inexact	-	3838-3839
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	人	心	iŋ53	siŋ44	exact	paired	3838-3840
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	人	之	iŋ53	ʦi44	inexact	crossed	3838-3841
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	人	矣	iŋ53	i32	inexact	encircling	3838-3842
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	人	之	iŋ53	ʦi44	inexact	-	3838-3843
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	之	心	ʦi44	siŋ44	tonal inexact	-	3839-3840
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	之	之	ʦi44	ʦi44	tonal inexact	-	3839-3841
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	之	矣	ʦi44	i32	inexact	paired	3839-3842
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	之	之	ʦi44	ʦi44	tonal inexact	crossed	3839-3843
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	心	之	siŋ44	ʦi44	tonal inexact	-	3840-3841
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	心	矣	siŋ44	i32	inexact	-	3840-3842
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	心	之	siŋ44	ʦi44	tonal inexact	-	3840-3843
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	之	矣	ʦi44	i32	inexact	-	3841-3842
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	之	之	ʦi44	ʦi44	tonal inexact	-	3841-3843
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	7	矣	之	i32	ʦi44	inexact	-	3842-3843
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	8	之	之	ʦi44	ʦi44	tonal inexact	crossed	3845-3847
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	8	之	矣	ʦi44	i32	inexact	encircling	3845-3848
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	8	之	矣	ʦi44	i32	inexact	-	3845-3849
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	8	之	矣	ʦi44	i32	inexact	-	3847-3848
