ID	CONCEPT	IPA	DOCULECT	COGID
757	猶	ieu53	Fuzhou	61
758	猶	iu24	Hokkien	61
759	猶	jɐu21	Cantonese	61
760	猶	iu11	Hakka	61
761	歸	kuei55	Mandarin	10
762	歸	kuoi44	Fuzhou	10
763	歸	kui55	Hokkien	10
764	歸	kʷɐi55	Cantonese	10
765	歸	kui24	Hakka	10
766	以	i214	Mandarin	62
767	以	i32	Fuzhou	62
768	以	i51	Hokkien	62
769	以	ji13	Cantonese	62
770	以	i24	Hakka	62
771	以	i214	Mandarin	62
772	以	i32	Fuzhou	62
773	以	i51	Hokkien	62
774	以	ji13	Cantonese	62
775	以	i24	Hakka	62
776	歸	kuei55	Mandarin	10
777	歸	kuoi44	Fuzhou	10
778	歸	kui55	Hokkien	10
779	歸	kʷɐi55	Cantonese	10
780	歸	kui24	Hakka	10
781	處	tʂʰu214	Mandarin	57
782	處	ʦʰy32	Fuzhou	57
783	處	tsʰu31	Hokkien	57
784	處	tsʰy35	Cantonese	57
785	處	tsʰu31	Hakka	57
786	歸	kuei55	Mandarin	10
787	歸	kuoi44	Fuzhou	10
788	歸	kui55	Hokkien	10
789	歸	kʷɐi55	Cantonese	10
790	歸	kui24	Hakka	10
791	過	kuo51	Mandarin	63
792	過	kuɔ212	Fuzhou	63
793	過	kəʔ3ʔ	Hokkien	63
794	過	kʷɔ55	Cantonese	63
795	過	ko55	Hakka	63
796	過	kuo51	Mandarin	63
797	過	kuɔ212	Fuzhou	63
798	過	kəʔ3ʔ	Hokkien	63
799	過	kʷɔ55	Cantonese	63
800	過	ko55	Hakka	63
801	之	tʂʅ55	Mandarin	3
802	之	ʦi44	Fuzhou	3
803	之	tɕi55	Hokkien	3
804	之	tsi55	Cantonese	3
805	之	tsɨ24	Hakka	3
806	春	tʂʰun55	Mandarin	64
807	春	ʦʰuŋ44	Fuzhou	64
808	春	tsʰun55	Hokkien	64
809	春	tsʰeon55	Cantonese	64
810	春	tsʰun24	Hakka	64
811	之	tʂʅ55	Mandarin	3
812	之	ʦi44	Fuzhou	3
813	之	tɕi55	Hokkien	3
814	之	tsi55	Cantonese	3
815	之	tsɨ24	Hakka	3
816	鹿	lu51	Mandarin	65
817	鹿	løyʔ5	Fuzhou	65
818	鹿	lɔk̚5ʔ	Hokkien	65
819	鹿	luk22	Cantonese	65
820	鹿	luk̚5	Hakka	65
821	束	ʂu51	Mandarin	66
822	束	souʔ23	Fuzhou	66
823	束	sɔk̚3ʔ	Hokkien	66
824	束	tsʰuk55	Cantonese	66
825	束	suk̚2	Hakka	66
826	玉	y51	Mandarin	67
827	玉	ŋyʔ5	Fuzhou	67
828	玉	giɔk̚5ʔ	Hokkien	67
829	玉	juk22	Cantonese	67
830	玉	ŋiuk̚5	Hakka	67
831	矣	i214	Mandarin	16
832	矣	i32	Fuzhou	16
833	矣	aʔ3ʔ	Hokkien	16
834	矣	ji13	Cantonese	16
835	矣	i31	Hakka	16
836	華	xua35	Mandarin	20
837	華	hua53	Fuzhou	20
838	華	hua24	Hokkien	20
839	華	fa55	Cantonese	20
840	華	fa11	Hakka	20
841	矣	i214	Mandarin	16
842	矣	i32	Fuzhou	16
843	矣	aʔ3ʔ	Hokkien	16
844	矣	ji13	Cantonese	16
845	矣	i31	Hakka	16
846	李	li214	Mandarin	68
847	李	li32	Fuzhou	68
848	李	li51	Hokkien	68
849	李	lei13	Cantonese	68
850	李	li31	Hakka	68
851	孫	sun55	Mandarin	18
852	孫	souŋ44	Fuzhou	18
853	孫	sun55	Hokkien	18
854	孫	syn55	Cantonese	18
855	孫	sun24	Hakka	18
856	何	xɤ35	Mandarin	69
857	何	ho53	Fuzhou	69
858	何	hə24	Hokkien	69
859	何	hɔ22	Cantonese	69
860	何	ho11	Hakka	69
861	孫	sun55	Mandarin	18
862	孫	souŋ44	Fuzhou	18
863	孫	sun55	Hokkien	18
864	孫	syn55	Cantonese	18
865	孫	sun24	Hakka	18
866	蓬	pʰəŋ35	Mandarin	70
867	蓬	pʰuŋ53	Fuzhou	70
868	蓬	hɔŋ24	Hokkien	70
869	蓬	pʰuŋ21	Cantonese	70
870	蓬	pʰuŋ55	Hakka	70
871	舟	tʂou55	Mandarin	71
872	舟	ʦieu44	Fuzhou	71
873	舟	tɕu55	Hokkien	71
874	舟	tsɐu55	Cantonese	71
875	舟	tsu24	Hakka	71
876	寐	mei51	Mandarin	72
877	寐	mɛi242	Fuzhou	72
878	寐	bi33	Hokkien	72
879	寐	mei22	Cantonese	72
880	寐	mi55	Hakka	72
881	憂	iou55	Mandarin	73
882	憂	ieu44	Fuzhou	73
883	憂	iu55	Hokkien	73
884	憂	jɐu55	Cantonese	73
885	憂	iu24	Hakka	73
886	酒	tɕiou214	Mandarin	74
887	酒	ʦieu32	Fuzhou	74
888	酒	tɕu51	Hokkien	74
889	酒	tsɐu35	Cantonese	74
890	酒	tɕiu31	Hakka	74
891	游	iou35	Mandarin	75
892	游	ieu53	Fuzhou	75
893	游	iu24	Hokkien	75
894	游	jɐu22	Cantonese	75
895	游	iu11	Hakka	75
896	據	tɕy51	Mandarin	76
897	據	køy212	Fuzhou	76
898	據	ki31	Hokkien	76
899	據	keoi33	Cantonese	76
900	據	ki31	Hakka	76
901	訴	su51	Mandarin	77
902	訴	sou212	Fuzhou	77
903	訴	sɔ31	Hokkien	77
904	訴	sou33	Cantonese	77
905	訴	su55	Hakka	77
906	怒	nu51	Mandarin	78
907	怒	nou242	Fuzhou	78
908	怒	nɔ33	Hokkien	78
909	怒	nou22	Cantonese	78
910	怒	nu55	Hakka	78
911	石	tan51	Mandarin	79
912	石	tɑŋ212	Fuzhou	79
913	石	tɕəʔ5ʔ	Hokkien	79
914	石	tam33	Cantonese	79
915	石	sak̚5	Hakka	79
916	也	iɛ214	Mandarin	80
917	也	ia32	Fuzhou	80
918	也	ia33	Hokkien	80
919	也	ja13	Cantonese	80
920	也	ia24	Hakka	80
921	席	ɕi35	Mandarin	81
922	席	siʔ5	Fuzhou	81
923	席	ɕik̚5ʔ	Hokkien	81
924	席	tsik22	Cantonese	81
925	席	ɕit̚5	Hakka	81
926	也	iɛ214	Mandarin	80
927	也	ia32	Fuzhou	80
928	也	ia33	Hokkien	80
929	也	ja13	Cantonese	80
930	也	ia24	Hakka	80
931	也	iɛ214	Mandarin	80
932	也	ia32	Fuzhou	80
933	也	ia33	Hokkien	80
934	也	ja13	Cantonese	80
935	也	ia24	Hakka	80
936	多	tuo55	Mandarin	82
937	多	to44	Fuzhou	82
938	多	tə55	Hokkien	82
939	多	tɔ55	Cantonese	82
940	多	to24	Hakka	82
941	少	ʂɑu214	Mandarin	83
942	少	siɛu212	Fuzhou	83
943	少	ɕau31	Hokkien	83
944	少	siu35	Cantonese	83
945	少	seu31	Hakka	83
946	之	tʂʅ55	Mandarin	3
947	之	ʦi44	Fuzhou	3
948	之	tɕi55	Hokkien	3
949	之	tsi55	Cantonese	3
950	之	tsɨ24	Hakka	3
951	諸	tʂu55	Mandarin	84
952	諸	ʦy44	Fuzhou	84
953	諸	tsu55	Hokkien	84
954	諸	tsy55	Cantonese	84
955	諸	tsu24	Hakka	84
956	微	uei55	Mandarin	85
957	微	mi53	Fuzhou	85
958	微	bi24	Hokkien	85
959	微	mei21	Cantonese	85
960	微	mi11	Hakka	85
961	矣	i214	Mandarin	16
962	矣	i32	Fuzhou	16
963	矣	aʔ3ʔ	Hokkien	16
964	矣	ji13	Cantonese	16
965	矣	i31	Hakka	16
966	之	tʂʅ55	Mandarin	3
967	之	ʦi44	Fuzhou	3
968	之	tɕi55	Hokkien	3
969	之	tsi55	Cantonese	3
970	之	tsɨ24	Hakka	3
971	矣	i214	Mandarin	16
972	矣	i32	Fuzhou	16
973	矣	aʔ3ʔ	Hokkien	16
974	矣	ji13	Cantonese	16
975	矣	i31	Hakka	16
976	已	i214	Mandarin	86
977	已	i32	Fuzhou	86
978	已	i51	Hokkien	86
979	已	ji13	Cantonese	86
980	已	i24	Hakka	86
981	矣	i214	Mandarin	16
982	矣	i32	Fuzhou	16
983	矣	aʔ3ʔ	Hokkien	16
984	矣	ji13	Cantonese	16
985	矣	i31	Hakka	16
986	亡	uɑŋ35	Mandarin	87
987	亡	uoŋ53	Fuzhou	87
988	亡	bɔŋ24	Hokkien	87
989	亡	mɔŋ55	Cantonese	87
990	亡	moŋ11	Hakka	87
991	人	rən35	Mandarin	12
992	人	iŋ53	Fuzhou	12
993	人	dzin24	Hokkien	12
994	人	jɐn21	Cantonese	12
995	人	ŋin11	Hakka	12
996	風	fəŋ55	Mandarin	88
997	風	huŋ44	Fuzhou	88
998	風	hɔŋ55	Hokkien	88
999	風	fuŋ55	Cantonese	88
1000	風	fuŋ24	Hakka	88
1001	人	rən35	Mandarin	12
1002	人	iŋ53	Fuzhou	12
1003	人	dzin24	Hokkien	12
1004	人	jɐn21	Cantonese	12
1005	人	ŋin11	Hakka	12
1006	心	ɕin55	Mandarin	27
1007	心	siŋ44	Fuzhou	27
1008	心	ɕim55	Hokkien	27
1009	心	sɐm55	Cantonese	27
1010	心	ɕim24	Hakka	27
1011	羽	y214	Mandarin	17
1012	羽	y32	Fuzhou	17
1013	羽	u51	Hokkien	17
1014	羽	jy13	Cantonese	17
1015	羽	i31	Hakka	17
1016	歸	kuei55	Mandarin	10
1017	歸	kuoi44	Fuzhou	10
1018	歸	kui55	Hokkien	10
1019	歸	kʷɐi55	Cantonese	10
1020	歸	kui24	Hakka	10
1021	野	iɛ214	Mandarin	89
1022	野	ia32	Fuzhou	89
1023	野	ia51	Hokkien	89
1024	野	jɛ13	Cantonese	89
1025	野	ia24	Hakka	89
1026	及	tɕi35	Mandarin	90
1027	及	kiʔ5	Fuzhou	90
1028	及	kip̚5ʔ	Hokkien	90
1029	及	kɐp22	Cantonese	90
1030	及	kʰip̚5	Hakka	90
1031	之	tʂʅ55	Mandarin	3
1032	之	ʦi44	Fuzhou	3
1033	之	tɕi55	Hokkien	3
1034	之	tsi55	Cantonese	3
1035	之	tsɨ24	Hakka	3
1036	歸	kuei55	Mandarin	10
1037	歸	kuoi44	Fuzhou	10
1038	歸	kui55	Hokkien	10
1039	歸	kʷɐi55	Cantonese	10
1040	歸	kui24	Hakka	10
1041	之	tʂʅ55	Mandarin	3
1042	之	ʦi44	Fuzhou	3
1043	之	tɕi55	Hokkien	3
1044	之	tsi55	Cantonese	3
1045	之	tsɨ24	Hakka	3
1046	及	tɕi35	Mandarin	90
1047	及	kiʔ5	Fuzhou	90
1048	及	kip̚5ʔ	Hokkien	90
1049	及	kɐp22	Cantonese	90
1050	及	kʰip̚5	Hakka	90
1051	音	in55	Mandarin	91
1052	音	iŋ44	Fuzhou	91
1053	音	im55	Hokkien	91
1054	音	jɐm55	Cantonese	91
1055	音	im24	Hakka	91
1056	歸	kuei55	Mandarin	10
1057	歸	kuoi44	Fuzhou	10
1058	歸	kui55	Hokkien	10
1059	歸	kʷɐi55	Cantonese	10
1060	歸	kui24	Hakka	10
1061	南	nan35	Mandarin	92
1062	南	naŋ53	Fuzhou	92
1063	南	lam24	Hokkien	92
1064	南	na55	Cantonese	92
1065	南	nam11	Hakka	92
1066	及	tɕi35	Mandarin	90
1067	及	kiʔ5	Fuzhou	90
1068	及	kip̚5ʔ	Hokkien	90
1069	及	kɐp22	Cantonese	90
1070	及	kʰip̚5	Hakka	90
1071	心	ɕin55	Mandarin	27
1072	心	siŋ44	Fuzhou	27
1073	心	ɕim55	Hokkien	27
1074	心	sɐm55	Cantonese	27
1075	心	ɕim24	Hakka	27
1076	只	tʂʅ214	Mandarin	93
1077	只	ʦiɛʔ23	Fuzhou	93
1078	只	tɕi51	Hokkien	93
1079	只	tsi35	Cantonese	93
1080	只	tsɨt̚2	Hakka	93
1081	淵	yɛn55	Mandarin	94
1082	淵	yoŋ44	Fuzhou	94
1083	淵	ian55	Hokkien	94
1084	淵	jyn55	Cantonese	94
1085	淵	ien24	Hakka	94
1086	惠	xuei51	Mandarin	95
1087	惠	hiɛ242	Fuzhou	95
1088	惠	hui33	Hokkien	95
1089	惠	wɐi22	Cantonese	95
1090	惠	fi55	Hakka	95
1091	身	ʂən55	Mandarin	96
1092	身	siŋ44	Fuzhou	96
1093	身	ɕin55	Hokkien	96
1094	身	sɐn55	Cantonese	96
1095	身	sɨn24	Hakka	96
1096	思	sɿ55	Mandarin	28
1097	思	sy44	Fuzhou	28
1098	思	su31	Hokkien	28
1099	思	si55	Cantonese	28
1100	思	sɨ24	Hakka	28
1101	人	rən35	Mandarin	12
1102	人	iŋ53	Fuzhou	12
1103	人	dzin24	Hokkien	12
1104	人	jɐn21	Cantonese	12
1105	人	ŋin11	Hakka	12
1106	諸	tʂu55	Mandarin	84
1107	諸	ʦy44	Fuzhou	84
1108	諸	tsu55	Hokkien	84
1109	諸	tsy55	Cantonese	84
1110	諸	tsu24	Hakka	84
1111	土	tʰu214	Mandarin	97
1112	土	tʰu32	Fuzhou	97
1113	土	tʰɔ51	Hokkien	97
1114	土	tʰou35	Cantonese	97
1115	土	tʰu31	Hakka	97
1116	處	tʂʰu214	Mandarin	57
1117	處	ʦʰy32	Fuzhou	57
1118	處	tsʰu31	Hokkien	57
1119	處	tsʰy35	Cantonese	57
1120	處	tsʰu31	Hakka	57
1121	顧	ku51	Mandarin	98
1122	顧	kou212	Fuzhou	98
1123	顧	kɔ31	Hokkien	98
1124	顧	ku33	Cantonese	98
1125	顧	ku55	Hakka	98
1126	諸	tʂu55	Mandarin	84
1127	諸	ʦy44	Fuzhou	84
1128	諸	tsu55	Hokkien	84
1129	諸	tsy55	Cantonese	84
1130	諸	tsu24	Hakka	84
1131	冒	mɑu51	Mandarin	99
1132	冒	mo53	Fuzhou	99
1133	冒	mɔ33	Hokkien	99
1134	冒	mou22	Cantonese	99
1135	冒	mo55	Hakka	99
1136	報	pɑu51	Mandarin	100
1137	報	pɔ212	Fuzhou	100
1138	報	pə31	Hokkien	100
1139	報	pou33	Cantonese	100
1140	報	po55	Hakka	100
1141	諸	tʂu55	Mandarin	84
1142	諸	ʦy44	Fuzhou	84
1143	諸	tsu55	Hokkien	84
1144	諸	tsy55	Cantonese	84
1145	諸	tsu24	Hakka	84
1146	方	fɑŋ55	Mandarin	101
1147	方	huoŋ44	Fuzhou	101
1148	方	pŋ55	Hokkien	101
1149	方	fɔŋ55	Cantonese	101
1150	方	foŋ24	Hakka	101
1151	良	liɑŋ35	Mandarin	102
1152	良	luoŋ53	Fuzhou	102
1153	良	liɔŋ24	Hokkien	102
1154	良	lœŋ21	Cantonese	102
1155	良	lioŋ11	Hakka	102
1156	忘	uɑŋ51	Mandarin	103
1157	忘	uɔŋ242	Fuzhou	103
1158	忘	bɔŋ33	Hokkien	103
1159	忘	mɔŋ21	Cantonese	103
1160	忘	moŋ55	Hakka	103
1161	諸	tʂu55	Mandarin	84
1162	諸	ʦy44	Fuzhou	84
1163	諸	tsu55	Hokkien	84
1164	諸	tsy55	Cantonese	84
1165	諸	tsu24	Hakka	84
1166	出	tʂʰu55	Mandarin	104
1167	出	ʦʰouʔ23	Fuzhou	104
1168	出	tsʰut̚3ʔ	Hokkien	104
1169	出	tsʰeot55	Cantonese	104
1170	出	tsʰut̚2	Hakka	104
1171	卒	tsʰu51	Mandarin	105
1172	卒	ʦouʔ23	Fuzhou	105
1173	卒	tsut̚3ʔ	Hokkien	105
1174	卒	tsʰyt33	Cantonese	105
1175	卒	tsut̚2	Hakka	105
1176	述	ʂu51	Mandarin	106
1177	述	suʔ5	Fuzhou	106
1178	述	sut̚5ʔ	Hokkien	106
1179	述	seot22	Cantonese	106
1180	述	sut̚5	Hakka	106
1181	來	lai35	Mandarin	107
1182	來	lai53	Fuzhou	107
1183	來	lai24	Hokkien	107
1184	來	lɐi21	Cantonese	107
1185	來	loi11	Hakka	107
1186	來	lai35	Mandarin	107
1187	來	lai53	Fuzhou	107
1188	來	lai24	Hokkien	107
1189	來	lɐi21	Cantonese	107
1190	來	loi11	Hakka	107
1191	思	sɿ55	Mandarin	28
1192	思	sy44	Fuzhou	28
1193	思	su31	Hokkien	28
1194	思	si55	Cantonese	28
1195	思	sɨ24	Hakka	28
1196	寐	mei51	Mandarin	72
1197	寐	mɛi242	Fuzhou	72
1198	寐	bi33	Hokkien	72
1199	寐	mei22	Cantonese	72
1200	寐	mi55	Hakka	72
1201	寐	mei51	Mandarin	72
1202	寐	mɛi242	Fuzhou	72
1203	寐	bi33	Hokkien	72
1204	寐	mei22	Cantonese	72
1205	寐	mi55	Hakka	72
1206	兵	piŋ55	Mandarin	108
1207	兵	piŋ44	Fuzhou	108
1208	兵	piŋ55	Hokkien	108
1209	兵	piŋ55	Cantonese	108
1210	兵	pin24	Hakka	108
1211	行	ɕiŋ35	Mandarin	13
1212	行	hɛiŋ53	Fuzhou	13
1213	行	hiŋ33	Hokkien	13
1214	行	haŋ21	Cantonese	13
1215	行	haŋ11	Hakka	13
1216	仲	tʂuŋ55	Mandarin	109
1217	仲	tøyŋ242	Fuzhou	109
1218	仲	tiɔŋ33	Hokkien	109
1219	仲	tsuŋ22	Cantonese	109
1220	仲	tsʰuŋ55	Hakka	109
1221	宋	suŋ51	Mandarin	110
1222	宋	souŋ212	Fuzhou	110
1223	宋	sɔŋ31	Hokkien	110
1224	宋	suŋ33	Cantonese	110
1225	宋	suŋ55	Hakka	110
1226	歸	kuei55	Mandarin	10
1227	歸	kuoi44	Fuzhou	10
1228	歸	kui55	Hokkien	10
1229	歸	kʷɐi55	Cantonese	10
1230	歸	kui24	Hakka	10
1231	處	tʂʰu214	Mandarin	57
1232	處	ʦʰy32	Fuzhou	57
1233	處	tsʰu31	Hokkien	57
1234	處	tsʰy35	Cantonese	57
1235	處	tsʰu31	Hakka	57
1236	馬	ma214	Mandarin	31
1237	馬	ma32	Fuzhou	31
1238	馬	ma51	Hokkien	31
1239	馬	ma13	Cantonese	31
1240	馬	ma24	Hakka	31
1241	之	tʂʅ55	Mandarin	3
1242	之	ʦi44	Fuzhou	3
1243	之	tɕi55	Hokkien	3
1244	之	tsi55	Cantonese	3
1245	之	tsɨ24	Hakka	3
1246	南	nan35	Mandarin	92
1247	南	naŋ53	Fuzhou	92
1248	南	lam24	Hokkien	92
1249	南	na55	Cantonese	92
1250	南	nam11	Hakka	92
1251	心	ɕin55	Mandarin	27
1252	心	siŋ44	Fuzhou	27
1253	心	ɕim55	Hokkien	27
1254	心	sɐm55	Cantonese	27
1255	心	ɕim24	Hakka	27
1256	夭	iɑu55	Mandarin	19
1257	夭	ieu44	Fuzhou	19
1258	夭	iau51	Hokkien	19
1259	夭	jiu55	Cantonese	19
1260	夭	ieu24	Hakka	19
1261	勞	lɑu35	Mandarin	111
1262	勞	lo53	Fuzhou	111
1263	勞	lə24	Hokkien	111
1264	勞	lou22	Cantonese	111
1265	勞	lo11	Hakka	111
1266	南	nan35	Mandarin	92
1267	南	naŋ53	Fuzhou	92
1268	南	lam24	Hokkien	92
1269	南	na55	Cantonese	92
1270	南	nam11	Hakka	92
1271	薪	ɕin55	Mandarin	29
1272	薪	siŋ44	Fuzhou	29
1273	薪	ɕin55	Hokkien	29
1274	薪	sɐn55	Cantonese	29
1275	薪	ɕin24	Hakka	29
1276	善	tɕʰiɑŋ51	Mandarin	112
1277	善	siɛŋ242	Fuzhou	112
1278	善	ɕan33	Hokkien	112
1279	善	sin22	Cantonese	112
1280	善	san55	Hakka	112
1281	人	rən35	Mandarin	12
1282	人	iŋ53	Fuzhou	12
1283	人	dzin24	Hokkien	12
1284	人	jɐn21	Cantonese	12
1285	人	ŋin11	Hakka	12
1286	人	rən35	Mandarin	12
1287	人	iŋ53	Fuzhou	12
1288	人	dzin24	Hokkien	12
1289	人	jɐn21	Cantonese	12
1290	人	ŋin11	Hakka	12
1291	苦	kʰu214	Mandarin	113
1292	苦	kʰu32	Fuzhou	113
1293	苦	kʰɔ51	Hokkien	113
1294	苦	fu35	Cantonese	113
1295	苦	kʰu31	Hakka	113
1296	音	in55	Mandarin	91
1297	音	iŋ44	Fuzhou	91
1298	音	im55	Hokkien	91
1299	音	jɐm55	Cantonese	91
1300	音	im24	Hakka	91
1301	人	rən35	Mandarin	12
1302	人	iŋ53	Fuzhou	12
1303	人	dzin24	Hokkien	12
1304	人	jɐn21	Cantonese	12
1305	人	ŋin11	Hakka	12
1306	心	ɕin55	Mandarin	27
1307	心	siŋ44	Fuzhou	27
1308	心	ɕim55	Hokkien	27
1309	心	sɐm55	Cantonese	27
1310	心	ɕim24	Hakka	27
1311	羽	y214	Mandarin	17
1312	羽	y32	Fuzhou	17
1313	羽	u51	Hokkien	17
1314	羽	jy13	Cantonese	17
1315	羽	i31	Hakka	17
1316	矣	i214	Mandarin	16
1317	矣	i32	Fuzhou	16
1318	矣	aʔ3ʔ	Hokkien	16
1319	矣	ji13	Cantonese	16
1320	矣	i31	Hakka	16
1321	阻	tsu214	Mandarin	114
1322	阻	ʦu32	Fuzhou	114
1323	阻	tsɔ51	Hokkien	114
1324	阻	tsɔ35	Cantonese	114
1325	阻	tsu31	Hakka	114
1326	音	in55	Mandarin	91
1327	音	iŋ44	Fuzhou	91
1328	音	im55	Hokkien	91
1329	音	jɐm55	Cantonese	91
1330	音	im24	Hakka	91
1331	心	ɕin55	Mandarin	27
1332	心	siŋ44	Fuzhou	27
1333	心	ɕim55	Hokkien	27
1334	心	sɐm55	Cantonese	27
1335	心	ɕim24	Hakka	27
1336	思	sɿ55	Mandarin	28
1337	思	sy44	Fuzhou	28
1338	思	su31	Hokkien	28
1339	思	si55	Cantonese	28
1340	思	sɨ24	Hakka	28
1341	來	lai35	Mandarin	107
1342	來	lai53	Fuzhou	107
1343	來	lai24	Hokkien	107
1344	來	lɐi21	Cantonese	107
1345	來	loi11	Hakka	107
1346	行	ɕiŋ35	Mandarin	13
1347	行	hɛiŋ53	Fuzhou	13
1348	行	hiŋ33	Hokkien	13
1349	行	haŋ21	Cantonese	13
1350	行	haŋ11	Hakka	13
1351	求	tɕʰiou35	Mandarin	115
1352	求	kieu53	Fuzhou	115
1353	求	kiu24	Hokkien	115
1354	求	kʰɐu21	Cantonese	115
1355	求	kʰiu11	Hakka	115
1356	葉	iɛ51	Mandarin	116
1357	葉	ieʔ5	Fuzhou	116
1358	葉	iap̚5ʔ	Hokkien	116
1359	葉	jip22	Cantonese	116
1360	葉	iap̚5	Hakka	116
1361	涉	ʂɤ51	Mandarin	117
1362	涉	sieʔ5	Fuzhou	117
1363	涉	ɕap̚5ʔ	Hokkien	117
1364	涉	sip33	Cantonese	117
1365	涉	sap̚5	Hakka	117
1366	厲	li51	Mandarin	118
1367	厲	lɑ242	Fuzhou	118
1368	厲	le33	Hokkien	118
1369	厲	lai33	Cantonese	118
1370	厲	li55	Hakka	118
1371	揭	tɕiɛ55	Mandarin	119
1372	揭	kiɛʔ23	Fuzhou	119
1373	揭	kʰiat̚3ʔ	Hokkien	119
1374	揭	kɐi22	Cantonese	119
1375	揭	kiet̚2	Hakka	119
1376	盈	iŋ35	Mandarin	120
1377	盈	iŋ53	Fuzhou	120
1378	盈	iŋ24	Hokkien	120
1379	盈	jiŋ21	Cantonese	120
1380	盈	in11	Hakka	120
1381	鳴	miŋ35	Mandarin	121
1382	鳴	miŋ53	Fuzhou	121
1383	鳴	biŋ24	Hokkien	121
1384	鳴	miŋ21	Cantonese	121
1385	鳴	min11	Hakka	121
1386	軌	kuei214	Mandarin	122
1387	軌	kuoi32	Fuzhou	122
1388	軌	kui51	Hokkien	122
1389	軌	kʷɐi35	Cantonese	122
1390	軌	kui31	Hakka	122
1391	牡	mu214	Mandarin	123
1392	牡	mu32	Fuzhou	123
1393	牡	bɔ51	Hokkien	123
1394	牡	mau13	Cantonese	123
1395	牡	meu31	Hakka	123
1396	雁	iɛn51	Mandarin	124
1397	雁	ŋɑŋ242	Fuzhou	124
1398	雁	gan33	Hokkien	124
1399	雁	ŋan22	Cantonese	124
1400	雁	ŋien55	Hakka	124
1401	妻	tɕʰi55	Mandarin	125
1402	妻	ʦʰɛ44	Fuzhou	125
1403	妻	tsʰe55	Hokkien	125
1404	妻	tsʰɐi55	Cantonese	125
1405	妻	tɕʰi24	Hakka	125
1406	否	fou214	Mandarin	11
1407	否	pʰɛu32	Fuzhou	11
1408	否	hɔ̃51	Hokkien	11
1409	否	fɐu35	Cantonese	11
1410	否	feu31	Hakka	11
1411	否	fou214	Mandarin	11
1412	否	pʰɛu32	Fuzhou	11
1413	否	hɔ̃51	Hokkien	11
1414	否	fɐu35	Cantonese	11
1415	否	feu31	Hakka	11
1416	友	iou214	Mandarin	126
1417	友	ieu32	Fuzhou	126
1418	友	iu51	Hokkien	126
1419	友	jɐu13	Cantonese	126
1420	友	iu24	Hakka	126
1421	風	fəŋ55	Mandarin	88
1422	風	huŋ44	Fuzhou	88
1423	風	hɔŋ55	Hokkien	88
1424	風	fuŋ55	Cantonese	88
1425	風	fuŋ24	Hakka	88
1426	心	ɕin55	Mandarin	27
1427	心	siŋ44	Fuzhou	27
1428	心	ɕim55	Hokkien	27
1429	心	sɐm55	Cantonese	27
1430	心	ɕim24	Hakka	27
1431	怒	nu51	Mandarin	78
1432	怒	nou242	Fuzhou	78
1433	怒	nɔ33	Hokkien	78
1434	怒	nou22	Cantonese	78
1435	怒	nu55	Hakka	78
1436	菲	fei55	Mandarin	127
1437	菲	pʰi44	Fuzhou	127
1438	菲	hui55	Hokkien	127
1439	菲	fei55	Cantonese	127
1440	菲	fi24	Hakka	127
1441	違	uei35	Mandarin	128
1442	違	uoi53	Fuzhou	128
1443	違	ui24	Hokkien	128
1444	違	wɐi21	Cantonese	128
1445	違	vi11	Hakka	128
1446	遲	tʂʰʅ35	Mandarin	129
1447	遲	ti53	Fuzhou	129
1448	遲	ti24	Hokkien	129
1449	遲	tsʰi21	Cantonese	129
1450	遲	tsʰɨ11	Hakka	129
1451	違	uei35	Mandarin	128
1452	違	uoi53	Fuzhou	128
1453	違	ui24	Hokkien	128
1454	違	wɐi21	Cantonese	128
1455	違	vi11	Hakka	128
1456	苦	kʰu214	Mandarin	113
1457	苦	kʰu32	Fuzhou	113
1458	苦	kʰɔ51	Hokkien	113
1459	苦	fu35	Cantonese	113
1460	苦	kʰu31	Hakka	113
1461	以	i214	Mandarin	62
1462	以	i32	Fuzhou	62
1463	以	i51	Hokkien	62
1464	以	ji13	Cantonese	62
1465	以	i24	Hakka	62
1466	梁	liɑŋ35	Mandarin	130
1467	梁	luoŋ53	Fuzhou	130
1468	梁	niu24	Hokkien	130
1469	梁	lœŋ21	Cantonese	130
1470	梁	lioŋ11	Hakka	130
1471	矣	i214	Mandarin	16
1472	矣	i32	Fuzhou	16
1473	矣	aʔ3ʔ	Hokkien	16
1474	矣	ji13	Cantonese	16
1475	矣	i31	Hakka	16
1476	之	tʂʅ55	Mandarin	3
1477	之	ʦi44	Fuzhou	3
1478	之	tɕi55	Hokkien	3
1479	之	tsi55	Cantonese	3
1480	之	tsɨ24	Hakka	3
1481	矣	i214	Mandarin	16
1482	矣	i32	Fuzhou	16
1483	矣	aʔ3ʔ	Hokkien	16
1484	矣	ji13	Cantonese	16
1485	矣	i31	Hakka	16
1486	之	tʂʅ55	Mandarin	3
1487	之	ʦi44	Fuzhou	3
1488	之	tɕi55	Hokkien	3
1489	之	tsi55	Cantonese	3
1490	之	tsɨ24	Hakka	3
1491	亡	uɑŋ35	Mandarin	87
1492	亡	uoŋ53	Fuzhou	87
1493	亡	bɔŋ24	Hokkien	87
1494	亡	mɔŋ55	Cantonese	87
1495	亡	moŋ11	Hakka	87
1496	之	tʂʅ55	Mandarin	3
1497	之	ʦi44	Fuzhou	3
1498	之	tɕi55	Hokkien	3
1499	之	tsi55	Cantonese	3
1500	之	tsɨ24	Hakka	3
