ID	CONCEPT	IPA	DOCULECT	COGID
16878	位	ui33	Hokkien	519
16879	位	wɐi35	Cantonese	519
16880	位	vi55	Hakka	519
16881	易	i51	Mandarin	562
16882	易	ɛi242	Fuzhou	562
16883	易	i33	Hokkien	562
16884	易	jik22	Cantonese	562
16885	易	it̚5	Hakka	562
16886	方	fɑŋ55	Mandarin	101
16887	方	puŋ44	Fuzhou	101
16888	方	pŋ55	Hokkien	101
16889	方	fɔŋ55	Cantonese	101
16890	方	foŋ24	Hakka	101
16891	辟	pi51	Mandarin	285
16892	辟	pʰɛiʔ23	Fuzhou	285
16893	辟	pʰik̚3ʔ	Hokkien	285
16894	辟	pik55	Cantonese	285
16895	辟	pʰit̚2	Hakka	285
16896	張	tʂɑŋ55	Mandarin	541
16897	張	tuoŋ44	Fuzhou	541
16898	張	tiũ55	Hokkien	541
16899	張	tsœŋ55	Cantonese	541
16900	張	tsoŋ24	Hakka	541
16901	王	uɑŋ35	Mandarin	346
16902	王	uoŋ53	Fuzhou	346
16903	王	ɔŋ24	Hokkien	346
16904	王	wɔŋ22	Cantonese	346
16905	王	voŋ11	Hakka	346
16906	侯	xou35	Mandarin	188
16907	侯	hɑu242	Fuzhou	188
16908	侯	hau24	Hokkien	188
16909	侯	hɐu21	Cantonese	188
16910	侯	heu11	Hakka	188
16911	章	tʂɑŋ55	Mandarin	413
16912	章	ʦuoŋ44	Fuzhou	413
16913	章	tɕũ55	Hokkien	413
16914	章	tsœŋ55	Cantonese	413
16915	章	tsoŋ24	Hakka	413
16916	祖	tsu214	Mandarin	430
16917	祖	ʦu32	Fuzhou	430
16918	祖	tsɔ51	Hokkien	430
16919	祖	tsou35	Cantonese	430
16920	祖	tsu31	Hakka	430
16921	屠	tʰu35	Mandarin	656
16922	屠	tuo53	Fuzhou	656
16923	屠	tɔ24	Hokkien	656
16924	屠	tʰou21	Cantonese	656
16925	屠	tʰu11	Hakka	656
16926	之	tʂʅ55	Mandarin	3
16927	之	ʦi44	Fuzhou	3
16928	之	tɕi55	Hokkien	3
16929	之	tsi55	Cantonese	3
16930	之	tsɨ24	Hakka	3
16931	何	xɤ35	Mandarin	69
16932	何	ho53	Fuzhou	69
16933	何	hə24	Hokkien	69
16934	何	hɔ22	Cantonese	69
16935	何	ho11	Hakka	69
16936	魚	y35	Mandarin	335
16937	魚	ŋy53	Fuzhou	335
16938	魚	hi24	Hokkien	335
16939	魚	jy21	Cantonese	335
16940	魚	ɕien24ŋ̍11	Hakka	335
16941	何	xɤ35	Mandarin	69
16942	何	ho53	Fuzhou	69
16943	何	hə24	Hokkien	69
16944	何	hɔ22	Cantonese	69
16945	何	ho11	Hakka	69
16946	蒲	pʰu35	Mandarin	231
16947	蒲	pu53	Fuzhou	231
16948	蒲	pɔ24	Hokkien	231
16949	蒲	pʰou21	Cantonese	231
16950	蒲	pʰu11	Hakka	231
16951	何	xɤ35	Mandarin	69
16952	何	ho53	Fuzhou	69
16953	何	hə24	Hokkien	69
16954	何	hɔ22	Cantonese	69
16955	何	ho11	Hakka	69
16956	且	tɕy55	Mandarin	158
16957	且	ʦʰia32	Fuzhou	158
16958	且	tɕʰã51	Hokkien	158
16959	且	tseoi55	Cantonese	158
16960	且	tɕʰia24	Hakka	158
16961	妻	tɕʰi55	Mandarin	125
16962	妻	ʦʰɛ44	Fuzhou	125
16963	妻	tsʰe55	Hokkien	125
16964	妻	tsʰɐi55	Cantonese	125
16965	妻	tɕʰi24	Hakka	125
16966	甥	ʂəŋ55	Mandarin	657
16967	甥	sɛiŋ44	Fuzhou	657
16968	甥	ɕiŋ55	Hokkien	657
16969	甥	sɐŋ55	Cantonese	657
16970	甥	saŋ24	Hakka	657
16971	止	tʂʅ214	Mandarin	40
16972	止	ʦi32	Fuzhou	40
16973	止	tɕi51	Hokkien	40
16974	止	tsi35	Cantonese	40
16975	止	tsɨ31	Hakka	40
16976	里	li214	Mandarin	244
16977	里	li32	Fuzhou	244
16978	里	li51	Hokkien	244
16979	里	lei13	Cantonese	244
16980	里	li24	Hakka	244
16981	彭	pʰəŋ35	Mandarin	254
16982	彭	pʰaŋ53	Fuzhou	254
16983	彭	pʰẽ24	Hokkien	254
16984	彭	pʰaŋ21	Cantonese	254
16985	彭	pʰaŋ11	Hakka	254
16986	之	tʂʅ55	Mandarin	3
16987	之	ʦi44	Fuzhou	3
16988	之	tɕi55	Hokkien	3
16989	之	tsi55	Cantonese	3
16990	之	tsɨ24	Hakka	3
16991	雲	yn35	Mandarin	172
16992	雲	uŋ53	Fuzhou	172
16993	雲	hun24	Hokkien	172
16994	雲	wɐn21	Cantonese	172
16995	雲	iun11	Hakka	172
16996	之	tʂʅ55	Mandarin	3
16997	之	ʦi44	Fuzhou	3
16998	之	tɕi55	Hokkien	3
16999	之	tsi55	Cantonese	3
17000	之	tsɨ24	Hakka	3
17001	武	u214	Mandarin	248
17002	武	u32	Fuzhou	248
17003	武	bu51	Hokkien	248
17004	武	mou13	Cantonese	248
17005	武	vu24	Hakka	248
17006	樂	lɤ51	Mandarin	276
17007	樂	louʔ5	Fuzhou	276
17008	樂	lɔk̚5ʔ	Hokkien	276
17009	樂	lɔk33	Cantonese	276
17010	樂	lok̚5	Hakka	276
17011	土	tʰu214	Mandarin	97
17012	土	tʰu32	Fuzhou	97
17013	土	tʰɔ51	Hokkien	97
17014	土	tʰou35	Cantonese	97
17015	土	tʰu31	Hakka	97
17016	甫	fu214	Mandarin	230
17017	甫	hu32	Fuzhou	230
17018	甫	hu51	Hokkien	230
17019	甫	fu35	Cantonese	230
17020	甫	pʰu31	Hakka	230
17021	虎	xu214	Mandarin	140
17022	虎	hu32	Fuzhou	140
17023	虎	hu55	Hokkien	140
17024	虎	fu35	Cantonese	140
17025	虎	fu31	Hakka	140
17026	城	tʂʰəŋ35	Mandarin	24
17027	城	siaŋ53	Fuzhou	24
17028	城	ɕã24	Hokkien	24
17029	城	sɛŋ21	Cantonese	24
17030	城	saŋ11	Hakka	24
17031	完	uan35	Mandarin	658
17032	完	uoŋ53	Fuzhou	658
17033	完	uan24	Hokkien	658
17034	完	jyn21	Cantonese	658
17035	完	van11	Hakka	658
17036	蠻	man35	Mandarin	659
17037	蠻	maŋ53	Fuzhou	659
17038	蠻	ban24	Hokkien	659
17039	蠻	man21	Cantonese	659
17040	蠻	man11	Hakka	659
17041	侯	xou35	Mandarin	188
17042	侯	hɑu242	Fuzhou	188
17043	侯	hau24	Hokkien	188
17044	侯	hɐu21	Cantonese	188
17045	侯	heu11	Hakka	188
17046	國	kuo35	Mandarin	243
17047	國	kuɔʔ23	Fuzhou	243
17048	國	kɔk̚3ʔ	Hokkien	243
17049	國	kʷɔk33	Cantonese	243
17050	國	kuet̚2	Hakka	243
17051	皮	pʰi35	Mandarin	53
17052	皮	pʰi53	Fuzhou	53
17053	皮	pʰe24	Hokkien	53
17054	皮	pʰei21	Cantonese	53
17055	皮	pʰi11	Hakka	53
17056	游	iou35	Mandarin	75
17057	游	ieu53	Fuzhou	75
17058	游	iu24	Hokkien	75
17059	游	jɐu22	Cantonese	75
17060	游	iu11	Hakka	75
17061	求	tɕʰiou35	Mandarin	115
17062	求	kieu53	Fuzhou	115
17063	求	kiu24	Hokkien	115
17064	求	kʰɐu21	Cantonese	115
17065	求	kʰiu11	Hakka	115
17066	鋪	pʰu55	Mandarin	475
17067	鋪	pʰuo44	Fuzhou	475
17068	鋪	pʰɔ55	Hokkien	475
17069	鋪	pʰou55	Cantonese	475
17070	鋪	pʰu24	Hakka	475
17071	方	fɑŋ55	Mandarin	101
17072	方	puŋ44	Fuzhou	101
17073	方	pŋ55	Hokkien	101
17074	方	fɔŋ55	Cantonese	101
17075	方	foŋ24	Hakka	101
17076	王	uɑŋ35	Mandarin	346
17077	王	uoŋ53	Fuzhou	346
17078	王	ɔŋ24	Hokkien	346
17079	王	wɔŋ22	Cantonese	346
17080	王	voŋ11	Hakka	346
17081	寧	niŋ35	Mandarin	383
17082	寧	niŋ53	Fuzhou	383
17083	寧	liŋ24	Hokkien	383
17084	寧	niŋ22	Cantonese	383
17085	寧	nen11	Hakka	383
17086	虎	xu214	Mandarin	140
17087	虎	hu32	Fuzhou	140
17088	虎	hu55	Hokkien	140
17089	虎	fu35	Cantonese	140
17090	虎	fu31	Hakka	140
17091	方	fɑŋ55	Mandarin	101
17092	方	puŋ44	Fuzhou	101
17093	方	pŋ55	Hokkien	101
17094	方	fɔŋ55	Cantonese	101
17095	方	foŋ24	Hakka	101
17096	土	tʰu214	Mandarin	97
17097	土	tʰu32	Fuzhou	97
17098	土	tʰɔ51	Hokkien	97
17099	土	tʰou35	Cantonese	97
17100	土	tʰu31	Hakka	97
17101	極	tɕi35	Mandarin	195
17102	極	kiʔ5	Fuzhou	195
17103	極	kik̚5ʔ	Hokkien	195
17104	極	kik22	Cantonese	195
17105	極	kʰit̚5	Hakka	195
17106	理	li214	Mandarin	527
17107	理	li32	Fuzhou	527
17108	理	li51	Hokkien	527
17109	理	lei13	Cantonese	527
17110	理	li24	Hakka	527
17111	海	xai214	Mandarin	428
17112	海	hai32	Fuzhou	428
17113	海	hai51	Hokkien	428
17114	海	hɔi35	Cantonese	428
17115	海	hoi31	Hakka	428
17116	虎	xu214	Mandarin	140
17117	虎	hu32	Fuzhou	140
17118	虎	hu55	Hokkien	140
17119	虎	fu35	Cantonese	140
17120	虎	fu31	Hakka	140
17121	宣	ɕyɛn55	Mandarin	612
17122	宣	souŋ44	Fuzhou	612
17123	宣	suan55	Hokkien	612
17124	宣	syn55	Cantonese	612
17125	宣	ɕien24	Hakka	612
17126	翰	xan51	Mandarin	535
17127	翰	hɑŋ242	Fuzhou	535
17128	翰	han33	Hokkien	535
17129	翰	hɔn22	Cantonese	535
17130	翰	hon55	Hakka	535
17131	祉	tʂʅ214	Mandarin	417
17132	祉	ʦi32	Fuzhou	417
17133	祉	tɕi51	Hokkien	417
17134	祉	tsi35	Cantonese	417
17135	祉	tsɨ31	Hakka	417
17136	人	rən35	Mandarin	12
17137	人	iŋ53	Fuzhou	12
17138	人	dzin24	Hokkien	12
17139	人	jɐn21	Cantonese	12
17140	人	ŋin11	Hakka	12
17141	田	tʰiɛn35	Mandarin	183
17142	田	tieŋ53	Fuzhou	183
17143	田	tian24	Hokkien	183
17144	田	tʰin21	Cantonese	183
17145	田	tʰien11	Hakka	183
17146	首	ʂou214	Mandarin	253
17147	首	sau32	Fuzhou	253
17148	首	ɕu51	Hokkien	253
17149	首	sɐu35	Cantonese	253
17150	首	su31	Hakka	253
17151	年	niɛn35	Mandarin	344
17152	年	nieŋ53	Fuzhou	344
17153	年	lian24	Hokkien	344
17154	年	nin21	Cantonese	344
17155	年	ŋien11	Hakka	344
17156	首	ʂou214	Mandarin	253
17157	首	sau32	Fuzhou	253
17158	首	ɕu51	Hokkien	253
17159	首	sɐu35	Cantonese	253
17160	首	su31	Hakka	253
17161	休	ɕiou55	Mandarin	295
17162	休	hieu44	Fuzhou	295
17163	休	hiu55	Hokkien	295
17164	休	heoi35	Cantonese	295
17165	休	hiu24	Hakka	295
17166	考	kʰɑu214	Mandarin	299
17167	考	kʰo32	Fuzhou	299
17168	考	kʰə51	Hokkien	299
17169	考	hau35	Cantonese	299
17170	考	kʰau31	Hakka	299
17171	壽	ʂou51	Mandarin	353
17172	壽	siɛu242	Fuzhou	353
17173	壽	ɕu33	Hokkien	353
17174	壽	sɐu22	Cantonese	353
17175	壽	su55	Hakka	353
17176	已	i214	Mandarin	86
17177	已	i32	Fuzhou	86
17178	已	i51	Hokkien	86
17179	已	ji13	Cantonese	86
17180	已	i24	Hakka	86
17181	德	tɤ35	Mandarin	132
17182	德	tɑiʔ23	Fuzhou	132
17183	德	tik̚3ʔ	Hokkien	132
17184	德	tɐk55	Cantonese	132
17185	德	tet̚2	Hakka	132
17186	國	kuo35	Mandarin	243
17187	國	kuɔʔ23	Fuzhou	243
17188	國	kɔk̚3ʔ	Hokkien	243
17189	國	kʷɔk33	Cantonese	243
17190	國	kuet̚2	Hakka	243
17191	士	ʂʅ51	Mandarin	59
17192	士	søy242	Fuzhou	59
17193	士	su33	Hokkien	59
17194	士	si22	Cantonese	59
17195	士	sɨ55	Hakka	59
17196	祖	tsu214	Mandarin	430
17197	祖	ʦu32	Fuzhou	430
17198	祖	tsɔ51	Hokkien	430
17199	祖	tsou35	Cantonese	430
17200	祖	tsu31	Hakka	430
17201	父	fu51	Mandarin	237
17202	父	hou242	Fuzhou	237
17203	父	hu33	Hokkien	237
17204	父	fu35	Cantonese	237
17205	父	fu55	Hakka	237
17206	戒	tɕiɛ51	Mandarin	398
17207	戒	kɑi212	Fuzhou	398
17208	戒	kai31	Hokkien	398
17209	戒	kai33	Cantonese	398
17210	戒	kie55	Hakka	398
17211	國	kuo35	Mandarin	243
17212	國	kuɔʔ23	Fuzhou	243
17213	國	kɔk̚3ʔ	Hokkien	243
17214	國	kʷɔk33	Cantonese	243
17215	國	kuet̚2	Hakka	243
17216	氏	ʂʅ51	Mandarin	9
17217	氏	ʦy44	Fuzhou	9
17218	氏	ɕi33	Hokkien	9
17219	氏	si22	Cantonese	9
17220	氏	sɨ55	Hakka	9
17221	父	fu51	Mandarin	237
17222	父	hou242	Fuzhou	237
17223	父	hu33	Hokkien	237
17224	父	fu35	Cantonese	237
17225	父	fu55	Hakka	237
17226	行	ɕiŋ35	Mandarin	13
17227	行	hɛiŋ53	Fuzhou	13
17228	行	hiŋ33	Hokkien	13
17229	行	haŋ21	Cantonese	13
17230	行	haŋ11	Hakka	13
17231	浦	pʰu214	Mandarin	660
17232	浦	pʰuo32	Fuzhou	660
17233	浦	pʰɔ51	Hokkien	660
17234	浦	pʰou35	Cantonese	660
17235	浦	pʰu31	Hakka	660
17236	土	tʰu214	Mandarin	97
17237	土	tʰu32	Fuzhou	97
17238	土	tʰɔ51	Hokkien	97
17239	土	tʰou35	Cantonese	97
17240	土	tʰu31	Hakka	97
17241	處	tʂʰu214	Mandarin	57
17242	處	ʦʰy32	Fuzhou	57
17243	處	tsʰu31	Hokkien	57
17244	處	tsʰy35	Cantonese	57
17245	處	tsʰu31	Hakka	57
17246	緒	ɕy51	Mandarin	661
17247	緒	søy242	Fuzhou	661
17248	緒	su33	Hokkien	661
17249	緒	seoi13	Cantonese	661
17250	緒	ɕi55	Hakka	661
17251	業	iɛ51	Mandarin	396
17252	業	ŋieʔ5	Fuzhou	396
17253	業	giap̚5ʔ	Hokkien	396
17254	業	jip22	Cantonese	396
17255	業	ŋiap̚5	Hakka	396
17256	游	iou35	Mandarin	75
17257	游	ieu53	Fuzhou	75
17258	游	iu24	Hokkien	75
17259	游	jɐu22	Cantonese	75
17260	游	iu11	Hakka	75
17261	方	fɑŋ55	Mandarin	101
17262	方	puŋ44	Fuzhou	101
17263	方	pŋ55	Hokkien	101
17264	方	fɔŋ55	Cantonese	101
17265	方	foŋ24	Hakka	101
17266	武	u214	Mandarin	248
17267	武	u32	Fuzhou	248
17268	武	bu51	Hokkien	248
17269	武	mou13	Cantonese	248
17270	武	vu24	Hakka	248
17271	怒	nu51	Mandarin	78
17272	怒	nou242	Fuzhou	78
17273	怒	nɔ33	Hokkien	78
17274	怒	nou22	Cantonese	78
17275	怒	nu55	Hakka	78
17276	臣	tʂʰən35	Mandarin	513
17277	臣	siŋ53	Fuzhou	513
17278	臣	ɕin24	Hokkien	513
17279	臣	sɐn21	Cantonese	513
17280	臣	sɨn11	Hakka	513
17281	虎	xu214	Mandarin	140
17282	虎	hu32	Fuzhou	140
17283	虎	hu55	Hokkien	140
17284	虎	fu35	Cantonese	140
17285	虎	fu31	Hakka	140
17286	浦	pʰu214	Mandarin	660
17287	浦	pʰuo32	Fuzhou	660
17288	浦	pʰɔ51	Hokkien	660
17289	浦	pʰou35	Cantonese	660
17290	浦	pʰu31	Hakka	660
17291	所	suo214	Mandarin	250
17292	所	su32	Fuzhou	250
17293	所	sɔ51	Hokkien	250
17294	所	sɔ35	Cantonese	250
17295	所	so31	Hakka	250
17296	翰	xan35	Mandarin	535
17297	翰	hɑŋ242	Fuzhou	535
17298	翰	han33	Hokkien	535
17299	翰	hɔn22	Cantonese	535
17300	翰	hon55	Hakka	535
17301	漢	xan51	Mandarin	509
17302	漢	hɑŋ212	Fuzhou	509
17303	漢	han31	Hokkien	509
17304	漢	hɔn33	Cantonese	509
17305	漢	hon55	Hakka	509
17306	克	kʰɤ35	Mandarin	280
17307	克	kʰɑiʔ23	Fuzhou	280
17308	克	kʰik̚3ʔ	Hokkien	280
17309	克	hɐk55	Cantonese	280
17310	克	kʰiet̚2	Hakka	280
17311	國	kuo35	Mandarin	243
17312	國	kuɔʔ23	Fuzhou	243
17313	國	kɔk̚3ʔ	Hokkien	243
17314	國	kʷɔk33	Cantonese	243
17315	國	kuet̚2	Hakka	243
17316	塞	sai55	Mandarin	662
17317	塞	sɑi212	Fuzhou	662
17318	塞	sai31	Hokkien	662
17319	塞	sɐk55	Cantonese	662
17320	塞	sai55	Hakka	662
17321	來	lai35	Mandarin	107
17322	來	lai53	Fuzhou	107
17323	來	lai24	Hokkien	107
17324	來	lɐi21	Cantonese	107
17325	來	loi11	Hakka	107
17326	回	xuei35	Mandarin	520
17327	回	huoi53	Fuzhou	520
17328	回	hue24	Hokkien	520
17329	回	wui21	Cantonese	520
17330	回	fi11	Hakka	520
17331	歸	kuei55	Mandarin	10
17332	歸	kuoi44	Fuzhou	10
17333	歸	kui55	Hokkien	10
17334	歸	kʷɐi55	Cantonese	10
17335	歸	kui24	Hakka	10
17336	惠	xuei51	Mandarin	95
17337	惠	hiɛ242	Fuzhou	95
17338	惠	hui33	Hokkien	95
17339	惠	wɐi22	Cantonese	95
17340	惠	fi55	Hakka	95
17341	寧	niŋ35	Mandarin	383
17342	寧	nɛiŋ242	Fuzhou	383
17343	寧	liŋ24	Hokkien	383
17344	寧	niŋ22	Cantonese	383
17345	寧	nen11	Hakka	383
17346	厲	tɕiɛ51	Mandarin	118
17347	厲	lɑ242	Fuzhou	118
17348	厲	le33	Hokkien	118
17349	厲	lai33	Cantonese	118
17350	厲	li55	Hakka	118
17351	屆	tɕiɛ51	Mandarin	445
17352	屆	kɑi212	Fuzhou	445
17353	屆	kai31	Hokkien	445
17354	屆	kai33	Cantonese	445
17355	屆	kie55	Hakka	445
17356	收	ʂou55	Mandarin	319
17357	收	sieu44	Fuzhou	319
17358	收	ɕu55	Hokkien	319
17359	收	sɐu55	Cantonese	319
17360	收	su24	Hakka	319
17361	田	tʰiɛn35	Mandarin	183
17362	田	tieŋ53	Fuzhou	183
17363	田	tian24	Hokkien	183
17364	田	tʰin21	Cantonese	183
17365	田	tʰien11	Hakka	183
17366	之	tʂʅ55	Mandarin	3
17367	之	ʦi44	Fuzhou	3
17368	之	tɕi55	Hokkien	3
17369	之	tsi55	Cantonese	3
17370	之	tsɨ24	Hakka	3
17371	人	rən35	Mandarin	12
17372	人	iŋ53	Fuzhou	12
17373	人	dzin24	Hokkien	12
17374	人	jɐn21	Cantonese	12
17375	人	ŋin11	Hakka	12
17376	之	tʂʅ55	Mandarin	3
17377	之	ʦi44	Fuzhou	3
17378	之	tɕi55	Hokkien	3
17379	之	tsi55	Cantonese	3
17380	之	tsɨ24	Hakka	3
17381	之	tʂʅ55	Mandarin	3
17382	之	ʦi44	Fuzhou	3
17383	之	tɕi55	Hokkien	3
17384	之	tsi55	Cantonese	3
17385	之	tsɨ24	Hakka	3
17386	之	tʂʅ55	Mandarin	3
17387	之	ʦi44	Fuzhou	3
17388	之	tɕi55	Hokkien	3
17389	之	tsi55	Cantonese	3
17390	之	tsɨ24	Hakka	3
17391	城	tʂʰəŋ35	Mandarin	24
17392	城	siaŋ53	Fuzhou	24
17393	城	ɕã24	Hokkien	24
17394	城	sɛŋ21	Cantonese	24
17395	城	saŋ11	Hakka	24
17396	城	tʂʰəŋ35	Mandarin	24
17397	城	siaŋ53	Fuzhou	24
17398	城	ɕã24	Hokkien	24
17399	城	sɛŋ21	Cantonese	24
17400	城	saŋ11	Hakka	24
17401	階	tɕiɛ55	Mandarin	496
17402	階	kie44	Fuzhou	496
17403	階	kai55	Hokkien	496
17404	階	kai55	Cantonese	496
17405	階	kie24	Hakka	496
17406	人	rən35	Mandarin	12
17407	人	iŋ53	Fuzhou	12
17408	人	dzin24	Hokkien	12
17409	人	jɐn21	Cantonese	12
17410	人	ŋin11	Hakka	12
17411	寺	sɿ51	Mandarin	663
17412	寺	sɛi242	Fuzhou	663
17413	寺	ɕi33	Hokkien	663
17414	寺	tsi35	Cantonese	663
17415	寺	sɨ55	Hakka	663
17416	背	pei55	Mandarin	221
17417	背	mai242	Fuzhou	221
17418	背	pue33	Hokkien	221
17419	背	pui33	Cantonese	221
17420	背	pi55	Hakka	221
17421	極	tɕi35	Mandarin	195
17422	極	kiʔ5	Fuzhou	195
17423	極	kik̚5ʔ	Hokkien	195
17424	極	kik22	Cantonese	195
17425	極	kʰit̚5	Hakka	195
17426	倍	pei51	Mandarin	664
17427	倍	puɔi242	Fuzhou	664
17428	倍	pue33	Hokkien	664
17429	倍	pui33	Cantonese	664
17430	倍	pʰi55	Hakka	664
17431	刺	tsʰɿ51	Mandarin	286
17432	刺	ʦʰøy212	Fuzhou	286
17433	刺	tɕʰi31	Hokkien	286
17434	刺	tsʰik33	Cantonese	286
17435	刺	tsʰɨ55	Hakka	286
17436	狄	ti35	Mandarin	665
17437	狄	tiʔ5	Fuzhou	665
17438	狄	tik̚5ʔ	Hokkien	665
17439	狄	tik22	Cantonese	665
17440	狄	tʰit̚5	Hakka	665
17441	忌	tɕi51	Mandarin	252
17442	忌	kɛi242	Fuzhou	252
17443	忌	kʰi33	Hokkien	252
17444	忌	kei22	Cantonese	252
17445	忌	kʰi55	Hakka	252
17446	祥	ɕiɑŋ35	Mandarin	436
17447	祥	suoŋ53	Fuzhou	436
17448	祥	ɕɔŋ24	Hokkien	436
17449	祥	tsʰœŋ21	Cantonese	436
17450	祥	ɕioŋ11	Hakka	436
17451	亡	uɑŋ35	Mandarin	87
17452	亡	uoŋ53	Fuzhou	87
17453	亡	bɔŋ24	Hokkien	87
17454	亡	mɔŋ55	Cantonese	87
17455	亡	moŋ11	Hakka	87
17456	儀	i35	Mandarin	168
17457	儀	ŋi53	Fuzhou	168
17458	儀	gi24	Hokkien	168
17459	儀	ji21	Cantonese	168
17460	儀	ŋi11	Hakka	168
17461	亡	uɑŋ35	Mandarin	87
17462	亡	uoŋ53	Fuzhou	87
17463	亡	bɔŋ24	Hokkien	87
17464	亡	mɔŋ55	Cantonese	87
17465	亡	moŋ11	Hakka	87
17466	矣	i214	Mandarin	16
17467	矣	i32	Fuzhou	16
17468	矣	aʔ3ʔ	Hokkien	16
17469	矣	ji13	Cantonese	16
17470	矣	i31	Hakka	16
17471	矣	i214	Mandarin	16
17472	矣	i32	Fuzhou	16
17473	矣	aʔ3ʔ	Hokkien	16
17474	矣	ji13	Cantonese	16
17475	矣	i31	Hakka	16
17476	亡	uɑŋ35	Mandarin	87
17477	亡	uoŋ53	Fuzhou	87
17478	亡	bɔŋ24	Hokkien	87
17479	亡	mɔŋ55	Cantonese	87
17480	亡	moŋ11	Hakka	87
17481	矣	i214	Mandarin	16
17482	矣	i32	Fuzhou	16
17483	矣	aʔ3ʔ	Hokkien	16
17484	矣	ji13	Cantonese	16
17485	矣	i31	Hakka	16
17486	矣	i214	Mandarin	16
17487	矣	i32	Fuzhou	16
17488	矣	aʔ3ʔ	Hokkien	16
17489	矣	ji13	Cantonese	16
17490	矣	i31	Hakka	16
17491	矣	i214	Mandarin	16
17492	矣	i32	Fuzhou	16
17493	矣	aʔ3ʔ	Hokkien	16
17494	矣	ji13	Cantonese	16
17495	矣	i31	Hakka	16
17496	矣	i214	Mandarin	16
17497	矣	i32	Fuzhou	16
17498	矣	aʔ3ʔ	Hokkien	16
17499	矣	ji13	Cantonese	16
17500	矣	i31	Hakka	16
17501	鞏	kuŋ214	Mandarin	666
17502	鞏	kyŋ32	Fuzhou	666
17503	鞏	kiɔŋ51	Hokkien	666
17504	鞏	kuŋ35	Cantonese	666
17505	鞏	kiuŋ31	Hakka	666
17506	祖	tsu214	Mandarin	430
17507	祖	ʦu32	Fuzhou	430
17508	祖	tsɔ51	Hokkien	430
17509	祖	tsou35	Cantonese	430
17510	祖	tsu31	Hakka	430
17511	威	uei55	Mandarin	380
17512	威	uoi44	Fuzhou	380
17513	威	ui55	Hokkien	380
17514	威	wɐi55	Cantonese	380
17515	威	vi24	Hakka	380
17516	喪	sɑŋ55	Mandarin	131
17517	喪	souŋ44	Fuzhou	131
17518	喪	sɔŋ31	Hokkien	131
17519	喪	sɔŋ55	Cantonese	131
17520	喪	soŋ55	Hakka	131
17521	亡	uɑŋ35	Mandarin	87
17522	亡	uoŋ53	Fuzhou	87
17523	亡	bɔŋ24	Hokkien	87
17524	亡	mɔŋ55	Cantonese	87
17525	亡	moŋ11	Hakka	87
17526	共	kuŋ51	Mandarin	493
17527	共	køyŋ242	Fuzhou	493
17528	共	ka33	Hokkien	493
17529	共	kuŋ55	Cantonese	493
17530	共	kʰiuŋ55	Hakka	493
17531	邦	pɑŋ55	Mandarin	194
17532	邦	paŋ44	Fuzhou	194
17533	邦	paŋ55	Hokkien	194
17534	邦	pɔŋ55	Cantonese	194
17535	邦	paŋ24	Hakka	194
17536	業	iɛ51	Mandarin	396
17537	業	ŋieʔ5	Fuzhou	396
17538	業	giap̚5ʔ	Hokkien	396
17539	業	jip22	Cantonese	396
17540	業	ŋiap̚5	Hakka	396
17541	寧	niŋ35	Mandarin	383
17542	寧	niŋ53	Fuzhou	383
17543	寧	liŋ24	Hokkien	383
17544	寧	niŋ22	Cantonese	383
17545	寧	nen11	Hakka	383
17546	貶	piɛn214	Mandarin	667
17547	貶	pieŋ32	Fuzhou	667
17548	貶	pian51	Hokkien	667
17549	貶	pin35	Cantonese	667
17550	貶	pien31	Hakka	667
17551	茂	mɑu51	Mandarin	394
17552	茂	mɑu242	Fuzhou	394
17553	茂	bɔ33	Hokkien	394
17554	茂	mɐu22	Cantonese	394
17555	茂	meu55	Hakka	394
17556	邦	pɑŋ55	Mandarin	194
17557	邦	paŋ44	Fuzhou	194
17558	邦	paŋ55	Hokkien	194
17559	邦	pɔŋ55	Cantonese	194
17560	邦	paŋ24	Hakka	194
17561	止	tʂʅ214	Mandarin	40
17562	止	ʦi32	Fuzhou	40
17563	止	tɕi51	Hokkien	40
17564	止	tsi35	Cantonese	40
17565	止	tsɨ31	Hakka	40
17566	時	ʂʅ35	Mandarin	472
17567	時	si53	Fuzhou	472
17568	時	ɕi24	Hokkien	472
17569	時	si21	Cantonese	472
17570	時	sɨ11	Hakka	472
17571	替	tʰi51	Mandarin	668
17572	替	tʰɑ212	Fuzhou	668
17573	替	tʰe31	Hokkien	668
17574	替	tʰɐi33	Cantonese	668
17575	替	tʰi55	Hakka	668
17576	引	in214	Mandarin	669
17577	引	iŋ32	Fuzhou	669
17578	引	in51	Hokkien	669
17579	引	jɐn13	Cantonese	669
17580	引	in24	Hakka	669
17581	矣	i214	Mandarin	16
17582	矣	i32	Fuzhou	16
17583	矣	aʔ3ʔ	Hokkien	16
17584	矣	ji13	Cantonese	16
17585	矣	i31	Hakka	16
17586	頻	pʰin35	Mandarin	634
17587	頻	piŋ53	Fuzhou	634
17588	頻	pin24	Hokkien	634
17589	頻	pʰɐn21	Cantonese	634
17590	頻	pʰin11	Hakka	634
17591	矣	i214	Mandarin	16
17592	矣	i32	Fuzhou	16
17593	矣	aʔ3ʔ	Hokkien	16
17594	矣	ji13	Cantonese	16
17595	矣	i31	Hakka	16
17596	矣	i214	Mandarin	16
17597	矣	i32	Fuzhou	16
